,0,1,2,3,4,5,6,7,8,9
4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4477,5.0,0.0,5.0,0.0,5.0,32.0,5.0,0.0,5.0,
4478,0.0,0.0,0.0,52.0,0.0,5.0,0.0,0.0,0.0,
4479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4481,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5.0,0.0,
4482,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4486,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4487,0.0,5.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4488,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4489,0.0,5.0,0.0,17.0,0.0,49.0,0.0,0.0,0.0,
4490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,
4491,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4492,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4493,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,
4494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4497,8.0,5.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,
4498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4502,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,
4503,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4504,0.0,5.0,0.0,52.0,0.0,0.0,0.0,5.0,0.0,
4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4506,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4507,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,
4509,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4510,0.0,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,
4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4512,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4513,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4515,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4518,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4520,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4521,0.0,4.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4522,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,
4523,0.0,4.0,0.0,52.0,0.0,0.0,0.0,5.0,0.0,
4524,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,
4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4526,5.0,4.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,
4527,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,
4528,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4529,5.0,4.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,
4530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4531,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,
4532,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4534,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4535,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4536,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4538,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4539,5.0,0.0,5.0,0.0,5.0,5.0,5.0,35.0,5.0,
4540,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4542,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4543,0.0,0.0,0.0,0.0,0.0,5.0,0.0,26.0,0.0,
4544,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,
4545,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,
4546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4547,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,
4548,8.0,0.0,8.0,0.0,8.0,5.0,8.0,0.0,8.0,
4549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,
4550,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
4551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,
4553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4558,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,
4559,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4561,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,
4562,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,
4563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4566,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,
4567,0.0,0.0,0.0,18.0,0.0,17.0,0.0,0.0,0.0,
4568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4569,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,
4570,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,0.0,
4571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4573,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,
4574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,
4576,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4577,0.0,5.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4578,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4580,0.0,5.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,
4581,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,
4582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4584,0.0,5.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,
4585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,
4586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,
4587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4588,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,
4589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4590,0.0,0.0,0.0,52.0,0.0,5.0,0.0,5.0,0.0,
4591,0.0,0.0,0.0,5.0,0.0,52.0,0.0,0.0,0.0,
4592,0.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,
4593,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4595,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4596,0.0,0.0,0.0,0.0,0.0,52.0,0.0,8.0,0.0,
4597,0.0,5.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,
4598,0.0,0.0,0.0,0.0,0.0,17.0,0.0,26.0,0.0,
4599,0.0,0.0,0.0,44.0,0.0,0.0,0.0,7.0,0.0,
4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4601,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4604,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,
4606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4607,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4608,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4609,0.0,0.0,0.0,0.0,0.0,5.0,0.0,26.0,0.0,
4610,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4611,0.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,
4612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4613,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4614,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,
4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4616,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
4617,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4618,5.0,0.0,5.0,5.0,5.0,52.0,5.0,0.0,5.0,
4619,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4620,0.0,3.0,0.0,4.0,0.0,26.0,0.0,0.0,0.0,
4621,0.0,11.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,
4622,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4624,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4626,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,
4627,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4628,0.0,0.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,
4629,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4630,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,
4631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4633,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4635,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4636,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,
4637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4638,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,
4639,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,
4640,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,
4641,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4643,5.0,0.0,5.0,52.0,5.0,0.0,5.0,0.0,5.0,
4644,0.0,0.0,0.0,52.0,0.0,41.0,0.0,0.0,0.0,
4645,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,
4646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4647,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5.0,0.0,
4648,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,
4649,0.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,
4650,0.0,0.0,0.0,0.0,0.0,52.0,0.0,4.0,0.0,
4651,0.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,
4652,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4653,0.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,
4654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4655,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4656,0.0,0.0,0.0,47.0,0.0,52.0,0.0,0.0,0.0,
4657,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4658,0.0,5.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4659,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4662,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4663,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,
4664,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4666,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,
4667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4668,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4669,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4670,8.0,0.0,8.0,0.0,8.0,52.0,8.0,0.0,8.0,
4671,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,
4672,0.0,0.0,0.0,52.0,0.0,43.0,0.0,0.0,0.0,
4673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4674,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4675,0.0,0.0,0.0,49.0,0.0,52.0,0.0,0.0,0.0,
4676,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4677,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4678,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4679,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,
4680,0.0,5.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4681,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4682,0.0,5.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4683,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4684,0.0,0.0,0.0,0.0,0.0,52.0,0.0,4.0,0.0,
4685,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4686,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4687,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4688,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4689,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,
4690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4692,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4694,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4695,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,
4696,0.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,0.0,
4697,0.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,0.0,
4698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4699,0.0,0.0,0.0,0.0,0.0,52.0,0.0,11.0,0.0,
4700,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4702,0.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,0.0,
4703,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4704,0.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,0.0,
4705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4706,0.0,0.0,0.0,0.0,0.0,52.0,0.0,4.0,0.0,
4707,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5.0,0.0,
4708,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,
4709,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4710,0.0,0.0,0.0,47.0,0.0,52.0,0.0,0.0,0.0,
4711,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4713,0.0,0.0,0.0,38.0,0.0,52.0,0.0,0.0,0.0,
4714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4715,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4717,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4718,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4719,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4721,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4722,5.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,
4723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4724,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4725,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4726,0.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,0.0,
4727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,
4728,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4729,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4730,0.0,4.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,
4731,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,
4732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4733,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4734,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,
4735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4736,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,
4737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4738,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4740,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4741,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4742,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4743,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
4744,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,
4745,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4746,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,
4747,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4748,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,
4749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,
4750,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4751,0.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,
4752,0.0,0.0,0.0,9.0,0.0,0.0,0.0,26.0,0.0,
4753,0.0,5.0,0.0,17.0,0.0,5.0,0.0,26.0,0.0,
4754,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,
4755,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4756,0.0,0.0,0.0,11.0,0.0,52.0,0.0,0.0,0.0,
4757,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,
4760,0.0,4.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,
4761,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4762,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,
4763,0.0,5.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,
4764,0.0,7.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4765,5.0,4.0,5.0,0.0,5.0,52.0,5.0,0.0,5.0,
4766,0.0,4.0,0.0,41.0,0.0,52.0,0.0,5.0,0.0,
4767,5.0,5.0,5.0,0.0,5.0,52.0,5.0,0.0,5.0,
4768,0.0,4.0,0.0,0.0,0.0,52.0,0.0,4.0,0.0,
4769,0.0,5.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,
4770,0.0,0.0,0.0,17.0,0.0,52.0,0.0,0.0,0.0,
4771,0.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,0.0,
4772,5.0,5.0,5.0,0.0,5.0,52.0,5.0,5.0,5.0,
4773,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4774,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,
4775,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4776,0.0,0.0,0.0,5.0,0.0,52.0,0.0,0.0,0.0,
4777,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4778,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4779,5.0,0.0,5.0,52.0,5.0,0.0,5.0,0.0,5.0,
4780,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4781,0.0,7.0,0.0,5.0,0.0,52.0,0.0,0.0,0.0,
4782,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4784,0.0,4.0,0.0,17.0,0.0,52.0,0.0,0.0,0.0,
4785,0.0,4.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4786,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,
4787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4788,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4789,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4790,0.0,0.0,0.0,5.0,0.0,52.0,0.0,0.0,0.0,
4791,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,
4792,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4793,0.0,4.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,
4794,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4795,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4796,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4797,5.0,4.0,5.0,50.0,5.0,0.0,5.0,0.0,5.0,
4798,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4799,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4800,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,
4801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4802,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,
4803,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4804,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4805,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4806,0.0,4.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,
4807,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4809,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4812,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4813,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4814,5.0,0.0,5.0,26.0,5.0,0.0,5.0,0.0,5.0,
4815,0.0,4.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,
4816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4817,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4818,0.0,4.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,
4819,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
4820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4821,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
